DATE,PCA1,PCA2
20040406,-2612.5018519726455,-4.726525539748662
20040407,-2611.501597692666,-4.7302318768688245
20040408,-2610.500743916218,-2.602955752500573
20040409,-2609.501325095216,-4.281280720825894
20040410,-2608.5014191760165,-5.254141674883849
20040411,-2607.5005942892094,-3.9188417544119667
20040412,-2606.500789463147,-2.585527894016067
20040413,-2605.500713700827,-3.253710223308184
20040414,-2604.5000383713577,-0.29838170839559064
20040415,-2603.4990322679423,1.6720115637017448
20040416,-2602.49950896723,3.5455352583751885
20040417,-2601.500307213233,0.9843193043684564
20040418,-2600.501250688085,-0.5593850963732288
20040419,-2599.5009098722167,-1.412600158462006
20040420,-2598.500410259192,0.8862360967173832
20040421,-2597.4994622513514,3.488276304579849
20040422,-2596.499811905529,3.9325896151506394
20040423,-2595.5002855470575,2.9056932253116345
20040424,-2594.50016753158,2.012008764413942
20040425,-2593.5000385926633,1.3757857695435567
20040426,-2592.4990042789705,4.174010100539026
20040427,-2591.4988129622434,4.913035156097591
20040428,-2590.4997341549406,3.906517012611198
20040429,-2589.499869065641,3.225504706172592
20040430,-2588.5002622930388,2.5771936570401768
20040501,-2587.499622466492,2.4600111342131563
20040502,-2586.4995996752386,3.183882722176307
20040503,-2585.499591015856,3.5785449640664266
20040504,-2584.50066763185,0.17788442900807766
20040505,-2583.500660447329,0.22685935168634241
20040506,-2582.5006581543566,0.1632793212543393
20040507,-2581.5014103566136,-1.1639781083775707
20040508,-2580.5014618292826,-0.49280412359597703
20040509,-2579.500113911172,1.4203225124073193
20040510,-2578.4999104143953,2.7747951695789546
20040511,-2577.5001310851367,2.575439347094545
20040512,-2576.4998836132745,1.8460018540323495
20040513,-2575.5002910411204,-0.368286776685705
20040514,-2574.4997092718677,2.3838004973619493
20040515,-2573.4991750965073,5.394424571096386
20040516,-2572.49877052784,5.082167962786906
20040517,-2571.497631240074,7.809956883520524
20040518,-2570.497685457176,10.12299293418458
20040519,-2569.498197462206,9.8285271726372
20040520,-2568.497717740911,9.834909681580188
20040521,-2567.498760009219,4.863366470348136
20040522,-2566.499257516247,2.0675102010433246
20040523,-2565.4995906448767,2.1055969399654515
20040524,-2564.4989205365673,4.307741832976033
20040525,-2563.4982319148367,5.345968396643894
20040526,-2562.498992413741,6.026093935416935
20040527,-2561.4992283064366,4.375204663778932
20040528,-2560.4990496325227,5.159630710942078
20040529,-2559.4982528241326,7.65937245972261
20040530,-2558.4984148136864,8.797726328055074
20040531,-2557.4994794555623,6.351778743447539
20040601,-2556.499326003659,6.518919837693362
20040602,-2555.4997892206757,4.371905401232388
20040603,-2554.499513555793,4.262609768500635
20040604,-2553.4995398477113,3.2994009455218496
20040605,-2552.4997935743977,3.554566958947333
20040606,-2551.4989375923797,6.467147811372465
20040607,-2550.4980609133236,10.689405742947764
20040608,-2549.4973353160694,13.084214398431316
20040609,-2548.4973299849207,13.751901611110137
20040610,-2547.498211071914,10.57695068192508
20040611,-2546.498318454007,9.60852386866713
20040612,-2545.4985074790093,7.668068230868117
20040613,-2544.49885415628,5.432722488043618
20040614,-2543.4981155672267,8.703836191059406
20040615,-2542.498168871294,9.470699350512707
20040616,-2541.4981225553856,8.266675760914922
20040617,-2540.4986951137307,8.155152717937861
20040618,-2539.4989200490454,6.88238425468362
20040619,-2538.4986365815657,6.522192087250618
20040620,-2537.4990096113343,4.345055438809472
20040621,-2536.499214272202,5.358061516186037
20040622,-2535.499184312248,6.09165765974795
20040623,-2534.499344766831,8.03736204471106
20040624,-2533.498286469214,8.324083122943275
20040625,-2532.4982808973873,6.739921732701307
20040626,-2531.4980212956143,9.356223585646754
20040627,-2530.498074566236,10.460406413750837
20040628,-2529.497502824659,11.307575480093657
20040629,-2528.4975161569655,9.469041345779234
20040630,-2527.497191408793,11.499860820261775
20040701,-2526.498608720798,8.805142785285671
20040702,-2525.4988004227653,5.896742730419605
20040703,-2524.498479165215,8.972671573295077
20040704,-2523.4977304042277,9.479306065133878
20040705,-2522.497550806749,10.408704084892968
20040706,-2521.49736311571,11.295516616611904
20040707,-2520.497913848043,9.622189202196362
20040708,-2519.4986426307896,9.259622777922777
20040709,-2518.4988628577375,7.6477442502404624
20040710,-2517.4983166624806,7.5556948058814015
20040711,-2516.4993380472006,5.0520929536032595
20040712,-2515.4998956116888,3.613187116807355
20040713,-2514.498849773423,5.532165263961806
20040714,-2513.498787381355,5.984922077925635
20040715,-2512.4987505598565,7.020826381949584
20040716,-2511.497649492945,10.63303690534908
20040717,-2510.497452035266,13.2403410524847
20040718,-2509.4979993767174,11.546847406544803
20040719,-2508.4975597988523,12.499485957600712
20040720,-2507.497547135865,11.14008247621586
20040721,-2506.4979494230847,12.96977852067921
20040722,-2505.4971630636246,14.646519198268816
20040723,-2504.49754717368,13.055860376700021
20040724,-2503.497358935416,10.653625977320024
20040725,-2502.4988318043997,7.711109405267562
20040726,-2501.499017623728,6.788303642914005
20040727,-2500.4981661906095,8.277960564545632
20040728,-2499.4975049435816,10.302814552394263
20040729,-2498.497127956867,11.972691659919096
20040730,-2497.4971335161263,12.561031812520831
20040731,-2496.497011882764,12.716039242568897
20040801,-2495.497181692439,13.170051826934365
20040802,-2494.49759313878,13.984147511286466
20040803,-2493.497983484989,12.76025801573234
20040804,-2492.4977472483642,12.394469262421627
20040805,-2491.497621828019,13.712203436127258
20040806,-2490.4977649113534,12.94130872521447
20040807,-2489.4974392414297,12.645285111566198
20040808,-2488.497393453148,13.41850656799829
20040809,-2487.498113835896,13.520652150962205
20040810,-2486.498150639505,11.90081471464339
20040811,-2485.4973151848935,12.29239806518367
20040812,-2484.4987865803396,10.856056031205991
20040813,-2483.4998003086675,7.563249575727314
20040814,-2482.4988522937874,7.710288575296316
20040815,-2481.4978564366047,10.485033528151215
20040816,-2480.498799722698,8.722409803200575
20040817,-2479.498752252226,9.622108821830471
20040818,-2478.4987268103814,11.326446276274524
20040819,-2477.4983687016647,10.754387234362012
20040820,-2476.498607150166,9.395962554445587
20040821,-2475.498992583316,6.1812887847670765
20040822,-2474.4985075413097,6.619673982700903
20040823,-2473.49807937452,9.216482690078344
20040824,-2472.4987781329164,7.940496531363028
20040825,-2471.4992564482236,6.7233911404816835
20040826,-2470.49976368589,4.864412186593005
20040827,-2469.499368596671,5.208203028465313
20040828,-2468.4988076155114,8.48255088224965
20040829,-2467.498498897825,7.907877664597105
20040830,-2466.4991995288474,6.903506455308886
20040831,-2465.498611382769,5.450473822521898
20040901,-2464.498755597797,6.621877335377007
20040902,-2463.4986914538677,8.94926569831777
20040903,-2462.498301698133,9.749848019586452
20040904,-2461.498278600122,9.687919112077061
20040905,-2460.497747037083,11.50911402391314
20040906,-2459.497298794342,11.864970694920633
20040907,-2458.497861275515,11.078835832723225
20040908,-2457.4977950862612,9.913240977842882
20040909,-2456.497617007999,10.451135495948623
20040910,-2455.4982797057055,9.439111531553262
20040911,-2454.4990880988153,7.294824700111351
20040912,-2453.49900104267,5.899763925545453
20040913,-2452.499279009913,5.187135711692553
20040914,-2451.499217832148,6.34061908622799
20040915,-2450.4997193534764,3.332695733913437
20040916,-2449.499518400753,2.344013076574878
20040917,-2448.4992667853094,4.505785324822611
20040918,-2447.49892389066,5.388303081358023
20040919,-2446.498939116045,4.866300504050976
20040920,-2445.4996705765807,3.148704508752421
20040921,-2444.4997975186434,4.333061345683984
20040922,-2443.500805787502,0.2989496310089699
20040923,-2442.500923107684,1.208772068381871
20040924,-2441.500503874886,-0.2190918741367045
20040925,-2440.5003658415044,-1.2394764826206761
20040926,-2439.5000335679233,0.5086887620631413
20040927,-2438.5005245246157,0.9729159075973866
20040928,-2437.500215502143,1.5484617676053127
20040929,-2436.4999160289663,2.0431240530875483
20040930,-2435.499684320959,2.6898968268304944
20041001,-2434.4997434717407,1.9134915373479362
20041002,-2433.499908634798,1.9842572351671768
20041003,-2432.4997339433794,2.7749576027284295
20041004,-2431.4994431165396,3.848622802631665
20041005,-2430.499977124935,3.9132936339734847
20041006,-2429.499421500881,3.304974891263607
20041007,-2428.4996109186795,2.184726799930752
20041008,-2427.499809010271,1.4097258264502026
20041009,-2426.5012553167435,-1.0908635089163776
20041010,-2425.500695790186,-2.1110428417583065
20041011,-2424.500932707724,-1.5650392271696432
20041012,-2423.500640981005,-2.2754204795806863
20041013,-2422.501521725888,-3.2052514042952356
20041014,-2421.501391974569,-3.3456259862803424
20041015,-2420.5014095916467,-3.6097847501868743
20041016,-2419.5014484104504,-4.182902102390429
20041017,-2418.5015261208737,-4.00661685677006
20041018,-2417.501429293141,-2.6144188683956764
20041019,-2416.5016956869513,-3.586235106575289
20041020,-2415.500937530138,-1.636573759709027
20041021,-2414.500102947426,0.43367922897766453
20041022,-2413.5001344812063,0.4826265457629919
20041023,-2412.5006351926622,0.3695710749636132
20041024,-2411.5005035183367,2.0717094208350177
20041025,-2410.5002196751448,0.4801007073304322
20041026,-2409.500714377844,-2.0336200857720317
20041027,-2408.501736293836,-3.5143204319756243
20041028,-2407.5010468774835,-2.327572912284921
20041029,-2406.5013048424735,-1.6953327582868973
20041030,-2405.5013283629723,-2.1157834275436076
20041031,-2404.5013717543243,-4.3081814679196935
20041101,-2403.5013735585107,-4.1798933195171415
20041102,-2402.5005991369526,-3.540613362017774
20041103,-2401.5009092646233,-2.845137219505513
20041104,-2400.501088007988,-2.5874363262317943
20041105,-2399.500818319524,-2.6636227465435938
20041106,-2398.5014284104927,-5.231730087009579
20041107,-2397.501923812346,-6.493244761037394
20041108,-2396.5017337764784,-7.205146575930549
20041109,-2395.5019717886044,-7.156045896508939
20041110,-2394.501767609716,-7.884546615533106
20041111,-2393.502386461005,-7.296170282497448
20041112,-2392.5019026985647,-6.67275592594739
20041113,-2391.5015278040737,-6.859472608518104
20041114,-2390.502023102512,-8.046120626742535
20041115,-2389.502485023204,-9.285761916978455
20041116,-2388.501436352766,-7.0148234748226095
20041117,-2387.501574748534,-5.602785426977423
20041118,-2386.5022260666665,-6.143786582278079
20041119,-2385.5027492885056,-9.082269667064448
20041120,-2384.5018324765697,-9.179819781805332
20041121,-2383.5016309185376,-7.63317031494093
20041122,-2382.502456041486,-7.904969154337332
20041123,-2381.502594395588,-6.941119054411395
20041124,-2380.502028929226,-7.090404521638826
20041125,-2379.5025810543266,-8.139149879987986
20041126,-2378.502523967669,-8.00763660349522
20041127,-2377.502718003914,-8.577579330141976
20041128,-2376.5024464033086,-8.73211118481845
20041129,-2375.5027048376323,-9.399707742478988
20041130,-2374.5026310246576,-9.445268284044968
20041201,-2373.502648644888,-10.249351265483877
20041202,-2372.5023515289286,-9.161466192822623
20041203,-2371.502190880412,-8.757397217387513
20041204,-2370.5025009700694,-9.732643358367518
20041205,-2369.5027982133724,-9.604034557592662
20041206,-2368.5017110654626,-8.041816239486621
20041207,-2367.501686384141,-8.41735864888641
20041208,-2366.5025026534786,-9.646652585550935
20041209,-2365.5031887767473,-10.732308171790283
20041210,-2364.5028364464088,-11.183097090902383
20041211,-2363.502282433783,-10.67397661870758
20041212,-2362.5022950880702,-10.961729290473862
20041213,-2361.5023818520567,-11.07100022453313
20041214,-2360.5026795282283,-10.425156764154348
20041215,-2359.5022885020917,-9.214588520199818
20041216,-2358.503402090555,-10.274269850127874
20041217,-2357.503391058799,-9.651422753827804
20041218,-2356.50291986503,-9.329443505310547
20041219,-2355.5022145906805,-9.415093306322042
20041220,-2354.5024130043166,-11.161100254681102
20041221,-2353.502076362798,-11.782873066456691
20041222,-2352.5026205717695,-11.236759423750833
20041223,-2351.5023563333816,-8.587733536404148
20041224,-2350.502693026552,-7.520181479681977
20041225,-2349.5026475920567,-9.162067005781914
20041226,-2348.502866493829,-11.272629869695349
20041227,-2347.5031183270803,-11.484412475609311
20041228,-2346.5025293245344,-11.216118266226841
20041229,-2345.5025951197604,-10.39250975440495
20041230,-2344.501716268922,-8.117359010776582
20041231,-2343.501658507237,-7.526470756220494
20050101,-2342.5020870892586,-8.01813107176385
20050102,-2341.501765224224,-6.950905149649952
20050103,-2340.5015724002005,-7.8370415512030736
20050104,-2339.5013688174986,-7.2835166147108446
20050105,-2338.5012761229227,-6.97694537972929
20050106,-2337.5018575659997,-6.4019593964546235
20050107,-2336.501434931768,-5.0656579282963285
20050108,-2335.5007085431607,-3.775704798716012
20050109,-2334.5011855703997,-5.299228497032834
20050110,-2333.50102180714,-4.404234639389312
20050111,-2332.5012899714966,-5.33090655917351
20050112,-2331.502103021543,-7.848926748464265
20050113,-2330.5025202800534,-8.963649884678516
20050114,-2329.5016265088634,-7.348902576273375
20050115,-2328.501443001911,-8.289101631204934
20050116,-2327.5011336397583,-7.129330037774118
20050117,-2326.501643854652,-7.891662625113547
20050118,-2325.5027371050346,-9.700100781183066
20050119,-2324.5029339647663,-9.959716312323511
20050120,-2323.5023330022086,-7.649945470575602
20050121,-2322.502773024724,-7.713813615890345
20050122,-2321.5019264121947,-7.660616616080537
20050123,-2320.5014816483817,-9.28109992725036
20050124,-2319.5027079345928,-11.82272381302123
20050125,-2318.502834337054,-12.846002052950539
20050126,-2317.502847077234,-13.097891045644342
20050127,-2316.502853427144,-13.997670637068893
20050128,-2315.5028511620003,-13.395583321121471
20050129,-2314.5025833266845,-12.502375278771396
20050130,-2313.502233831139,-11.98095131008239
20050131,-2312.501733561123,-9.473238550443124
20050201,-2311.501962671133,-9.03012980039112
20050202,-2310.5015043612657,-8.782442890466724
20050203,-2309.5016669081087,-9.880995630801955
20050204,-2308.5012364150098,-8.375346242978535
20050205,-2307.501455846941,-8.442847568227013
20050206,-2306.501302802222,-9.072466940049523
20050207,-2305.5012765959327,-9.230122832330235
20050208,-2304.5013626612927,-8.081216116662356
20050209,-2303.501023302928,-8.41541953835031
20050210,-2302.5019237986053,-7.86357217138692
20050211,-2301.502087767105,-7.775143055110261
20050212,-2300.503426408406,-8.535431702342976
20050213,-2299.5027705108187,-8.508715633348505
20050214,-2298.502681169746,-9.577276761332604
20050215,-2297.5024797873593,-11.015931897266245
20050216,-2296.502096615277,-11.167990247077213
20050217,-2295.502027592651,-11.316475073858111
20050218,-2294.5017517816013,-9.775702139822585
20050219,-2293.5019088503323,-8.991185940403055
20050220,-2292.5024530875708,-10.085975684015349
20050221,-2291.5024067863924,-11.585241812504236
20050222,-2290.5024537828867,-12.317945284806203
20050223,-2289.502526427441,-12.488629024215088
20050224,-2288.5023053298646,-11.160372399408404
20050225,-2287.5017721983386,-11.319773338497004
20050226,-2286.5023554465115,-11.63679156279164
20050227,-2285.502329058905,-12.569516584899095
20050228,-2284.501976655647,-11.818316442227365
20050301,-2283.5014191855807,-12.006282541481827
20050302,-2282.5015277427883,-10.594500418246346
20050303,-2281.5024651319945,-11.05996908856682
20050304,-2280.502665061147,-11.763534455834149
20050305,-2279.502367204361,-10.870706553552816
20050306,-2278.5020680870803,-10.265784514623103
20050307,-2277.501373037503,-9.873879823466257
20050308,-2276.5013798557557,-8.4597592759532
20050309,-2275.5019032727396,-8.394290183030959
20050310,-2274.5010116493395,-7.201746731871765
20050311,-2273.5018150507567,-8.291230687027744
20050312,-2272.502653823245,-7.98541733971868
20050313,-2271.501111583286,-7.131244806573344
20050314,-2270.5010023856776,-5.794062527356743
20050315,-2269.499954673054,-1.4831451215187443
20050316,-2268.49962795771,2.0876900813099244
20050317,-2267.5002434634152,1.407540459166202
20050318,-2266.499855462498,1.2537074498141068
20050319,-2265.4996507410688,-1.8837656484493315
20050320,-2264.500183740489,-1.932294405904552
20050321,-2263.4999384940384,0.38502557017626327
20050322,-2262.499882645996,0.177310122988517
20050323,-2261.5003205876383,0.12123836455679404
20050324,-2260.5008070735385,-0.0580955728558914
20050325,-2259.5006222184857,-1.0325358396834772
20050326,-2258.50058413027,-0.6828739214005282
20050327,-2257.501434924423,-2.8995068328954026
20050328,-2256.500715496877,-1.8138657736414951
20050329,-2255.5007478900407,-1.9782216435024211
20050330,-2254.500516956956,-1.6136045891829816
20050331,-2253.4994918989723,0.4759167405560243
20050401,-2252.4993799666736,2.6995612997270593
20050402,-2251.4989138732417,3.8541411515472377
20050403,-2250.4988692449697,4.572992682600706
20050404,-2249.4989603717877,3.6113252506723623
20050405,-2248.499539736822,1.3227074085009856
20050406,-2247.4996775599793,1.5177466995189097
20050407,-2246.5003438258536,1.1506711817993773
20050408,-2245.5013233713653,-2.9805387691291565
20050409,-2244.501343554937,-4.909995378942348
20050410,-2243.501449922631,-4.60550686303017
20050411,-2242.5006326565017,-1.6781819214083078
20050412,-2241.499925943077,-1.19986339406795
20050413,-2240.5004161311736,-1.245815745155252
20050414,-2239.5002382537386,1.0603187441716124
20050415,-2238.500068886482,2.034110779489688
20050416,-2237.5007699556336,-1.2004607159628429
20050417,-2236.5008326518,-0.9423628249196905
20050418,-2235.5002375654585,-0.35583651242910763
20050419,-2234.501179549785,-2.882654980859321
20050420,-2233.5005019732125,-2.798557477438616
20050421,-2232.499503681396,1.0954372568520996
20050422,-2231.499187034289,3.443807025333843
20050423,-2230.4993692464814,3.417700434343244
20050424,-2229.500269737673,1.253766385295774
20050425,-2228.500759405015,-1.0592627076354435
20050426,-2227.499771843959,1.3138511136664675
20050427,-2226.4989134293355,3.6536799441996646
20050428,-2225.498866247788,4.8336565064265145
20050429,-2224.4992469292265,3.7019418495926777
20050430,-2223.4984135101913,6.259371355546319
20050501,-2222.498474998971,9.670314833949574
20050502,-2221.498462955413,9.284748074051187
20050503,-2220.4994919142046,4.755491519067721
20050504,-2219.5006725653693,1.5935326452898622
20050505,-2218.500125100858,1.069421231511297
20050506,-2217.500293115194,1.9337578807896176
20050507,-2216.500075421016,1.7491823875099355
20050508,-2215.4999041774754,0.8805384582303346
20050509,-2214.4997748894166,0.5494337806979854
20050510,-2213.499874189336,0.0217031059014281
20050511,-2212.4996117458068,1.7272004747899365
20050512,-2211.499380571997,5.163254933314452
20050513,-2210.4995883202428,4.327378465134929
20050514,-2209.4997721091167,3.2505458007278167
20050515,-2208.5000274851373,3.4293457697957903
20050516,-2207.4996894631913,2.68797744006394
20050517,-2206.500165254245,1.257494452899988
20050518,-2205.5000624069544,0.6827166315170556
20050519,-2204.4990721022623,3.6885955656472174
20050520,-2203.4983316157704,6.62704954788701
20050521,-2202.498520312238,6.67643938134444
20050522,-2201.4989344417663,6.497366523925308
20050523,-2200.4990019618963,5.53351370847855
20050524,-2199.4987134714356,6.36212678982739
20050525,-2198.497783922372,9.22440737463746
20050526,-2197.4968149301058,12.703558541943035
20050527,-2196.4963744619236,15.725956448946803
20050528,-2195.4971506297843,14.285509677802892
20050529,-2194.498194078682,10.466941379382796
20050530,-2193.49922960245,6.098307690823935
20050531,-2192.4992203178226,5.2856186995195324
20050601,-2191.4985029862073,7.2079687683674685
20050602,-2190.498566625807,6.967828556553678
20050603,-2189.4987416690237,9.997727519868064
20050604,-2188.499226459873,6.94996838309938
20050605,-2187.499958557226,3.638399123045635
20050606,-2186.4998492250816,3.722022910633853
20050607,-2185.4989102243453,4.941599040976217
20050608,-2184.4984436263367,5.965312774908915
20050609,-2183.4982770003226,5.6760087014731155
20050610,-2182.4980862918565,5.04389374628977
20050611,-2181.4986233453565,4.6463678363908025
20050612,-2180.498343714062,5.35595685601726
20050613,-2179.4976982792687,8.077650731650117
20050614,-2178.4978689626296,8.35306620900891
20050615,-2177.4990398001646,8.5947634684641
20050616,-2176.498084842653,10.038545808636673
20050617,-2175.4980716833525,9.674122466162453
20050618,-2174.497267823488,13.04626625431253
20050619,-2173.4966756591893,15.865515445183966
20050620,-2172.4970496474525,15.67945309743542
20050621,-2171.497011286774,14.099903888279254
20050622,-2170.496967117353,14.68978892774662
20050623,-2169.4970426513573,15.39520757801002
20050624,-2168.496659383276,16.136138619601113
20050625,-2167.4980815767994,11.199406490551448
20050626,-2166.4970191268876,13.022594081113542
20050627,-2165.496719051196,14.58556353617819
20050628,-2164.496870839095,14.267101070941129
20050629,-2163.4978119307525,10.596363392257315
20050630,-2162.498951235106,8.580431119926125
20050701,-2161.4993956170074,6.500833038054019
20050702,-2160.498544536553,7.234620130682561
20050703,-2159.4971048252046,12.133549978044215
20050704,-2158.498244238268,11.001740290848442
20050705,-2157.4986681521113,7.157232289838202
20050706,-2156.4989970798124,7.791907775827379
20050707,-2155.49889498996,6.910194503637407
20050708,-2154.499380185218,6.72477514015671
20050709,-2153.498506900596,9.44638727671297
20050710,-2152.497793137678,10.834003052161407
20050711,-2151.497462465435,11.410610888103452
20050712,-2150.497505870331,11.519235420268847
20050713,-2149.4971555676893,14.162249549128099
20050714,-2148.4966193235014,14.630556804366774
20050715,-2147.4966181627206,14.551061280844301
20050716,-2146.4968864012844,12.860502170401842
20050717,-2145.4967647816775,14.122329435138022
20050718,-2144.49755150254,13.36770371143714
20050719,-2143.498646369084,9.069494785688004
20050720,-2142.4983536192885,10.075747896291853
20050721,-2141.499061260296,8.182825358852545
20050722,-2140.4988032985166,6.9941902187149285
20050723,-2139.499403445552,6.286240917819981
20050724,-2138.498663139202,8.30730490836092
20050725,-2137.4983848340053,8.690392097430768
20050726,-2136.4979701510674,9.344922842531263
20050727,-2135.497600261853,11.318745377552386
20050728,-2134.4973387006794,14.740633212053194
20050729,-2133.497882667685,12.917251851472036
20050730,-2132.4979811002486,10.49188768081085
20050731,-2131.4984769360417,8.002278197595855
20050801,-2130.4973474468206,9.706899994057371
20050802,-2129.4985483369346,8.659604813615571
20050803,-2128.4990208600902,7.306547738034534
20050804,-2127.498545199116,7.263821013077738
20050805,-2126.4983135685616,7.23843448455114
20050806,-2125.498783813411,6.535983501118883
20050807,-2124.4989757782496,5.319584064531137
20050808,-2123.4988429261793,5.505035362092263
20050809,-2122.497937695185,9.025850538636002
20050810,-2121.497933267048,8.55259606088967
20050811,-2120.4987469197767,7.317349977526739
20050812,-2119.4986683909847,7.624788180046126
20050813,-2118.4982705056464,8.264336208661028
20050814,-2117.4987320903456,7.008503188409664
20050815,-2116.499179844781,4.52201478412152
20050816,-2115.498516669508,5.742040333859226
20050817,-2114.497948797696,9.594198956867944
20050818,-2113.4981393090893,11.084631075821607
20050819,-2112.498751974057,8.879122264954123
20050820,-2111.499213752446,5.747815326340805
20050821,-2110.49946415619,4.753746643430748
20050822,-2109.4998292016135,4.219842134864948
20050823,-2108.4997557810275,4.56717359543891
20050824,-2107.4986956806024,6.526028601689051
20050825,-2106.499243883449,5.738380664829961
20050826,-2105.498605290093,6.321707145267865
20050827,-2104.498588881961,6.347494002818522
20050828,-2103.4986440565335,7.004192844547687
20050829,-2102.497947960881,10.55733995660111
20050830,-2101.497261722685,11.806291732567711
20050831,-2100.4976398110375,12.158926855378628
20050901,-2099.497985993101,11.082096234761222
20050902,-2098.4975302372113,9.925586354007391
20050903,-2097.4981183931523,9.371770631686616
20050904,-2096.4983690971894,9.493680911440386
20050905,-2095.49863504279,9.963791524895548
20050906,-2094.498399436474,9.541686750316755
20050907,-2093.498578728646,9.305455230709645
20050908,-2092.498181107734,10.408239854297694
20050909,-2091.498824205093,7.581967212030731
20050910,-2090.4990449345023,6.819999622097945
20050911,-2089.499787714649,4.089507453932118
20050912,-2088.49971103383,5.126058007375178
20050913,-2087.4995261330405,4.896543421109859
20050914,-2086.499100818568,4.765159466508385
20050915,-2085.499152217126,5.145120719382859
20050916,-2084.5002281495254,4.033247815730647
20050917,-2083.4999854855596,0.8100049530009765
20050918,-2082.5000856834013,0.08634955291356805
20050919,-2081.499650271122,2.215659618024333
20050920,-2080.4997070575955,2.2139560641385416
20050921,-2079.4997139616353,3.151273933300367
20050922,-2078.499364712181,4.307012121957226
20050923,-2077.498721901069,5.4820612895555065
20050924,-2076.499011087959,4.894560258817826
20050925,-2075.499308548937,3.956445735883973
20050926,-2074.4990247070164,4.081555989343178
20050927,-2073.499383215909,2.479172428603298
20050928,-2072.4999297927025,2.616139759755197
20050929,-2071.5004616700717,0.21232678943183503
20050930,-2070.5000221046903,0.6567305172488318
20051001,-2069.4997902079776,0.504611864594152
20051002,-2068.500681311576,-1.465908185142967
20051003,-2067.500922646188,-1.651904083885651
20051004,-2066.5001320701485,0.675670207223646
20051005,-2065.500327509457,1.5174840356435646
20051006,-2064.500326485908,1.5334513403432015
20051007,-2063.500470830477,1.5759201869835104
20051008,-2062.500412562087,0.22119716127911682
20051009,-2061.4990225261427,2.659436646012591
20051010,-2060.499372447084,3.4111205657628503
20051011,-2059.499802666527,2.808238719103106
20051012,-2058.4996141063966,2.8905906665215735
20051013,-2057.500143757199,1.1682201251353401
20051014,-2056.4998197541245,1.333219260112866
20051015,-2055.4998065553555,1.5997424201382124
20051016,-2054.5001479775237,1.4063839107942724
20051017,-2053.50106388102,-0.8271549218223693
20051018,-2052.5008365191643,-0.12874767333114878
20051019,-2051.501492332656,-3.6910492103400814
20051020,-2050.5016481630228,-3.087210424521716
20051021,-2049.5019003149064,-2.6954350232462168
20051022,-2048.5013613967058,-1.5564695728881524
20051023,-2047.50076474253,-1.4435075467738048
20051024,-2046.500614658613,-1.4711701750297084
20051025,-2045.5008094521181,-0.349960862665212
20051026,-2044.499774427215,2.492884406049038
20051027,-2043.499515203126,3.3597453746086527
20051028,-2042.499768350077,2.21282443476544
20051029,-2041.499275457736,2.1630378456979114
20051030,-2040.4995229894485,1.766671134095017
20051031,-2039.5002175972331,-0.20608947581302894
20051101,-2038.5005132895494,-3.043011311779534
20051102,-2037.5015599851795,-3.7249862198951376
20051103,-2036.5006440942125,-0.054543461263495185
20051104,-2035.5007293761519,-1.8666605449526563
20051105,-2034.5018071105042,-3.7126930410230794
20051106,-2033.5015425951751,-4.123355997412158
20051107,-2032.5016980830442,-4.0358587351245205
20051108,-2031.5009298607256,-1.792996082712253
20051109,-2030.5012102246546,-3.1708454668480868
20051110,-2029.5010056009742,-4.80165594731136
20051111,-2028.5012285993434,-4.730807937675321
20051112,-2027.501365372973,-5.087241449870589
20051113,-2026.5017840815854,-6.051630858909579
20051114,-2025.502138262138,-7.46315264791267
20051115,-2024.5021093569303,-6.772983208239186
20051116,-2023.5022669385107,-7.5686405806246935
20051117,-2022.5021072744385,-8.05433670873899
20051118,-2021.5017915693243,-8.882927903338231
20051119,-2020.5014835282964,-9.372709335781973
20051120,-2019.5016013547756,-9.56622473882101
20051121,-2018.5016461789855,-10.041043152535506
20051122,-2017.502161561526,-10.5542089006743
20051123,-2016.501756968777,-9.915538768557823
20051124,-2015.5024768676558,-11.143856675298935
20051125,-2014.5029482696154,-12.23239532172009
20051126,-2013.5029147588793,-11.740242827945103
20051127,-2012.5029612542567,-11.291955260899904
20051128,-2011.5025494694419,-10.795971330635311
20051129,-2010.5030428229547,-11.603649667774022
20051130,-2009.5029492880458,-11.12363918949417
20051201,-2008.502613513112,-10.373226040009772
20051202,-2007.5026497656836,-9.494333806948848
20051203,-2006.5027547151622,-8.94673814137947
20051204,-2005.5029141364103,-8.254514619395424
20051205,-2004.5024859449077,-8.615479490884137
20051206,-2003.5022767031223,-9.307421632224944
20051207,-2002.5021647171561,-9.107035417517626
20051208,-2001.5023285450043,-9.329694282892456
20051209,-2000.5028154488573,-10.979971920665182
20051210,-1999.5020779235892,-10.068321057140531
20051211,-1998.5018264257233,-10.640408017844937
20051212,-1997.5019034369216,-10.344967252417078
20051213,-1996.5017908213522,-10.721368762859857
20051214,-1995.5018297576826,-9.87788156396253
20051215,-1994.5025360022883,-9.307942382415527
20051216,-1993.5034059691134,-9.369144903471895
20051217,-1992.5032265067748,-11.030133214242452
20051218,-1991.5019746903854,-10.81829390417345
20051219,-1990.5016415257523,-10.914727754992342
20051220,-1989.5028679756033,-11.828672379293891
20051221,-1988.5027392887132,-11.26489731834408
20051222,-1987.5024535223456,-10.6851473964018
20051223,-1986.5023935471327,-10.03509633023068
20051224,-1985.5019478164395,-9.082354310727883
20051225,-1984.5023243937794,-10.055521798184705
